Año,Programa SDA,Código de proyecto,Proyecto,Dominio,Plan estratégico local,Country Priority,Tipología,Estado de Proyecto,Desarrollo de SW,Cumplio con entregables,Presupuesto (soles),Complejidad técnica inicial,Dependencias pendientes,Número de dependencias pendientes,Fecha de inicio de ejecución,Fecha fin de ejecución,Fecha pase a producción,Fecha En manos del cliente,Time to market (días),Excepción del cálculo
2022,Risk Processes Transformation,SDA-43153,Modelo de Valor en Riesgo (VaR),RIC,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1588000,Alta,Sí,1,25/04/2022,21/10/2022,28/10/2022,08/11/2022,197,No
2023,Digital Workspace,SDA-40556,Plataforma de Colaboración Unificada,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,No,Pendiente a entrega,3771500,Media,Sí,8,19/06/2023,,,,,
2021,Digital Payments Evolution,SDA-36573,Plataforma de Pagos para E-commerce,CIB,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1786500,Media,Sí,1,03/05/2021,29/10/2021,05/11/2021,16/11/2021,197,No
2021,Cybersecurity Framework,SDA-38123,Plataforma de Threat Intelligence,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,2183500,Media,Sí,8,22/02/2021,20/08/2021,27/08/2021,07/09/2021,197,No
2021,Advanced Analytics & AI Models,SDA-35530,Motor de Decisión para Tarjetas de Crédito,RIC,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,3096600,Alta,No,0,04/10/2021,01/04/2022,08/04/2022,19/04/2022,197,No
2020,NFR Management Infraestructure,SDA-23642,Homologación de Servidores Base de Datos,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,1310100,Media,Sí,8,24/02/2020,21/08/2020,28/08/2020,08/09/2020,197,Sí
2020,NFR Management Infraestructure,SDA-27662,Monitoreo de Aplicaciones (APM),ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,1588000,Media,Sí,5,02/03/2020,28/08/2020,04/09/2020,15/09/2020,197,No
2020,Advanced Analytics & AI Models,SDA-52240,Análisis de Canasta de Compra,CCS,Impulso Digital Perú 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1667400,Media,Sí,2,21/09/2020,19/03/2021,26/03/2021,06/04/2021,197,No
2019,Digital Payments Evolution,SDA-18121,Pagos a Proveedores Centralizado,CIB,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,1389500,Media,Sí,2,25/02/2019,23/08/2019,30/08/2019,10/09/2019,197,No
2019,Advanced Analytics & AI Models,SDA-74450,Sistema de Detección de Fraude en Tarjetas,RIC,Impulso Digital Perú 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,4367000,Alta,Sí,4,30/09/2019,27/03/2020,03/04/2020,14/04/2020,197,No
2025,Client Data Platform,SDA-90020,Plataforma de Consentimiento de Cliente (GDPR),GRM,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,1588000,Media,Sí,7,02/09/2024,28/02/2025,07/03/2025,17/03/2025,196,No
2022,Digital Payments Evolution,SDA-39147,Integración con Billeteras Digitales (PLIN),CCS,Foco en Captación 2022,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,1270400,Media,Sí,8,19/09/2022,,,,,
2024,NGA & Differential Analytics,SDA-69326,Next Best Action para Clientes Retail,CCS,Impulso Digital Perú 2024,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1508600,Media,Sí,2,22/01/2024,19/07/2024,26/07/2024,05/08/2024,196,No
2024,Cybersecurity Framework,SDA-64945,Programa de Caza de Amenazas (Threat Hunting),GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1548300,Alta,Sí,3,26/02/2024,23/08/2024,30/08/2024,09/09/2024,196,No
2024,Global Markets Platform,SDA-62064,Plataforma de Trading Algorítmico,CIB,Impulso Digital Perú 2024,No,Secuencial,Finalizado,Sí,Entrega completa,3374500,Alta,Sí,8,29/01/2024,26/07/2024,02/08/2024,12/08/2024,196,No
2024,Cloud Adoption & DevOps,SDA-78906,FinOps: Optimización de Costos en la Nube,ENG,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,992500,Baja,No,0,18/03/2024,13/09/2024,20/09/2024,30/09/2024,196,No
2023,Digital Payments Evolution,SDA-39147,Integración con Billeteras Digitales (PLIN),CCS,Foco en Captación 2022,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1270400,Media,No,0,19/09/2022,14/03/2023,22/03/2023,03/04/2023,196,No
2022,Risk Processes Transformation,SDA-41983,Modelo de Riesgo Operacional,RIC,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1647550,Media,Sí,8,14/02/2022,12/08/2022,19/08/2022,29/08/2022,196,No
2022,Core Banking Modernization,SDA-44734,Renovación de Plataforma de Préstamos,RIC,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,7146000,Alta,Sí,4,07/03/2022,,,,,
2022,Retail Banking Evolution,SDA-21111,Plataforma de Crowdfunding,T&C,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1389500,Media,Sí,7,17/01/2022,15/07/2022,22/07/2022,01/08/2022,196,No
2022,Corporate Investment Tools,SDA-21112,Mesa de Dinero Digital,CIB,Impulso Digital Perú 2022,Sí,Secuencial,Finalizado,Sí,Entrega completa,4764000,Alta,Sí,6,14/02/2022,12/08/2022,19/08/2022,29/08/2022,196,No
2022,Advanced Analytics & AI Models,SDA-47664,Prevención de Lavado de Dinero (AML) con IA,GRM,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,5161000,Alta,Sí,2,02/05/2022,,,,,
2022,IT Service Management (ITSM),SDA-21113,Gestión de Cambios (Change Management),T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,1786500,Media,Sí,1,14/03/2022,09/09/2022,16/09/2022,26/09/2022,196,No
2022,Open Banking Initiative,SDA-21118,Validador de Identidad para Terceros,GRM,Impulso Digital Perú 2022,No,Secuencial,Finalizado,Sí,Entrega completa,2421700,Media,Sí,8,01/08/2022,27/01/2023,03/02/2023,13/02/2023,196,No
2022,Client Data Platform,SDA-21119,Ingesta de Datos en Tiempo Real,ENG,Eficiencia y Sostenibilidad,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,2977500,Alta,Sí,1,05/09/2022,03/03/2023,10/03/2023,20/03/2023,196,No
2021,Retail Banking Evolution,SDA-35521,Programa de Puntos y Millas,T&C,Foco en Captación 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,2183500,Media,Sí,2,11/01/2021,09/07/2021,16/07/2021,26/07/2021,196,No
2021,Corporate Investment Tools,SDA-35522,Plataforma de Mercado de Capitales,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,5955000,Alta,Sí,8,08/02/2021,06/08/2021,13/08/2021,23/08/2021,196,No
2021,IT Service Management (ITSM),SDA-35523,Portal de Autoservicio para Empleados,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1508600,Baja,Sí,6,08/03/2021,03/09/2021,10/09/2021,20/09/2021,196,No
2021,Regulatory & Compliance Tech,SDA-35524,Sistema de Gestión de Casos de Compliance,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,2461400,Media,Sí,6,05/04/2021,01/10/2021,08/10/2021,18/10/2021,196,No
2021,Digital Workspace,SDA-35526,Gestor de Contenidos Empresarial (ECM),T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,3374500,Alta,Sí,3,07/06/2021,03/12/2021,10/12/2021,20/12/2021,196,No
2022,Risk Processes Transformation,SDA-37233,Modelo de Provisión IFRS 9,RIC,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,5955000,Alta,Sí,1,01/03/2021,,,,,
2021,Client Data Platform,SDA-35529,Golden Record de Cliente,ENG,Eficiencia y Sostenibilidad,Sí,Secuencial,Finalizado,Sí,Entrega completa,4764000,Alta,Sí,4,06/09/2021,04/03/2022,11/03/2022,21/03/2022,196,No
2020,NFR Management Infraestructure,SDA-24941,Renovación de Enlaces de Comunicación,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,No,Entrega completa,2977500,Media,Sí,1,20/01/2020,17/07/2020,24/07/2020,03/08/2020,196,No
2020,Retail Banking Evolution,SDA-52231,Comparador de Seguros,T&C,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,992500,Baja,Sí,1,13/01/2020,10/07/2020,17/07/2020,27/07/2020,196,No
2020,Corporate Investment Tools,SDA-52232,Plataforma de Cash Management,CIB,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,3771500,Alta,Sí,8,10/02/2020,07/08/2020,14/08/2020,24/08/2020,196,No
2020,IT Service Management (ITSM),SDA-52233,Gestión de Activos de Software (SAM),T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,1270400,Media,Sí,1,09/03/2020,04/09/2020,11/09/2020,21/09/2020,196,No
2020,Wealth Management Digitalization,SDA-52235,Asesoramiento Financiero Remoto,CIB,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,2183500,Media,Sí,7,04/05/2020,30/10/2020,06/11/2020,16/11/2020,196,No
2020,Digital Workspace,SDA-52236,Intranet Social y Colaborativa,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,2699600,Media,Sí,5,01/06/2020,27/11/2020,04/12/2020,14/12/2020,196,No
2019,Retail Banking Evolution,SDA-74441,Plataforma de Préstamos Personales Online,RIC,Impulso Digital Perú 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,2580500,Media,Sí,8,21/01/2019,19/07/2019,26/07/2019,05/08/2019,196,No
2022,Regulatory & Compliance Tech,SDA-21114,Software de Monitoreo de Sanciones,GRM,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,2699600,Alta,Sí,1,11/04/2022,,,,,
2019,Corporate Investment Tools,SDA-74442,Sistema de Gestión de Derivados,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,5161000,Alta,Sí,7,18/02/2019,16/08/2019,23/08/2019,02/09/2019,196,No
2019,IT Service Management (ITSM),SDA-74443,Base de Conocimiento de TI (Knowledge Base),T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,1111600,Baja,Sí,8,18/03/2019,13/09/2019,20/09/2019,30/09/2019,196,No
2019,Wealth Management Digitalization,SDA-74445,Agregador de Posición Financiera,CIB,Foco en Captación 2019,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1905600,Media,Sí,8,13/05/2019,08/11/2019,15/11/2019,25/11/2019,196,No
2019,Digital Workspace,SDA-74446,Directorio Activo Unificado,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,2977500,Alta,Sí,5,10/06/2019,06/12/2019,13/12/2019,23/12/2019,196,No
2019,Open Banking Initiative,SDA-74448,API de Consulta de Saldos y Movimientos,ENG,Impulso Digital Perú 2019,Sí,Secuencial,Finalizado,Sí,Entrega completa,3176000,Media,Sí,2,05/08/2019,31/01/2020,07/02/2020,17/02/2020,196,No
2019,Client Data Platform,SDA-74449,Desduplicación de Clientes,ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,3771500,Alta,No,0,02/09/2019,28/02/2020,06/03/2020,16/03/2020,196,No
2024,IT Service Management (ITSM),SDA-78909,Catálogo de Servicios de TI para Empleados,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,1270400,Baja,Sí,4,06/05/2024,25/10/2024,04/11/2024,14/11/2024,192,No
2022,Open Banking Initiative,SDA-35528,Portal para Desarrolladores (Developer Portal),ENG,Impulso Digital Perú 2021,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,3771500,Alta,Sí,4,02/08/2021,,,,,
2023,Advanced Analytics & AI Models,SDA-69311,Implementación de Modelos Predictivos de Fuga de Clientes,ENG,Impulso Digital Perú 2023,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1151300,Media,Sí,1,06/06/2023,28/11/2023,05/12/2023,15/12/2023,192,No
2023,Cloud Adoption & DevOps,SDA-40557,Monitoreo de Infraestructura Híbrida,ENG,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,2501100,Alta,Sí,4,10/07/2023,29/12/2023,08/01/2024,18/01/2024,192,No
2021,Client Solutions & Digital Channels,SDA-82345,Rediseño de la Banca Móvil,CCS,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,4764000,Alta,Sí,6,01/03/2021,,,,,
2024,Core Banking Modernization,SDA-67666,Gestión Centralizada de Colaterales,RIC,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,2302600,Alta,No,0,04/03/2024,23/08/2024,30/08/2024,10/09/2024,190,No
2024,NFR Management Infraestructure,SDA-63155,Sistema de Gestión de Activos de TI (ITAM),ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,833700,Baja,Sí,1,10/06/2024,29/11/2024,06/12/2024,17/12/2024,190,No
2021,Risk Processes Transformation,SDA-35813,Sistema de Alertas de Fraude Transaccional,RIC,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,3493600,Alta,Sí,5,12/04/2021,,,,,
2023,Risk Processes Transformation,SDA-59325,Automatización de Pruebas de Estrés,RIC,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1786500,Alta,Sí,6,06/03/2023,25/08/2023,01/09/2023,12/09/2023,190,No
2020,Client Solutions & Digital Channels,SDA-26572,Contratación de Fondos Mutuos en App,CIB,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1032200,Media,Sí,2,11/05/2020,30/10/2020,06/11/2020,17/11/2020,190,No
2020,Advanced Analytics & AI Models,SDA-29322,Motor de Precios Dinámicos,RIC,Impulso Digital Perú 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1508600,Alta,Sí,3,08/06/2020,27/11/2020,04/12/2020,15/12/2020,190,No
2019,Global Markets Platform,SDA-17231,Integración con Bloomberg,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,1191000,Media,Sí,3,08/04/2019,27/09/2019,04/10/2019,15/10/2019,190,No
2024,Sustaninability TBBs,SDA-64736,Fondo de Inversión Socialmente Responsable,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,794000,Media,No,0,22/04/2024,11/10/2024,18/10/2024,28/10/2024,189,No
2024,Digital Payments Evolution,SDA-62486,Sistema de Pagos Masivos para Empresas,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,1548300,Media,Sí,1,29/04/2024,18/10/2024,25/10/2024,04/11/2024,189,No
2021,Core Banking Modernization,SDA-32483,Microservicios para Cuentas de Ahorro,ENG,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,4367000,Alta,Sí,7,15/02/2021,,,,,
2024,Advanced Analytics & AI Models,SDA-65791,Clasificador Automático de Documentos,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1151300,Media,Sí,5,29/01/2024,19/07/2024,26/07/2024,05/08/2024,189,No
2024,Regulatory & Compliance Tech,SDA-78905,Automatización de Reportes a la SBS,FIN,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,1786500,Media,Sí,6,05/02/2024,26/07/2024,02/08/2024,12/08/2024,189,No
2021,Core Banking Modernization,SDA-39323,Gestión de Tarjetas en Tiempo Real,CCS,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,2977500,Media,Sí,7,05/04/2021,,,,,
2019,NFR Management Infraestructure,SDA-19321,Renovación de Licenciamiento Oracle,ENG,Renovación Tecnológica,Sí,Secuencial,Finalizado,No,Entrega completa,4764000,Baja,Sí,5,07/01/2019,28/06/2019,05/07/2019,15/07/2019,189,Sí
2021,Risk Processes Transformation,SDA-37233,Modelo de Provisión IFRS 9,RIC,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,5955000,Alta,Sí,2,01/03/2021,,,,,
2024,Risk Processes Transformation,SDA-91234,Dashboard de Cumplimiento Normativo,GRM,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,774150,Media,Sí,5,12/02/2024,29/07/2024,06/08/2024,16/08/2024,186,No
2024,NGA & Differential Analytics,SDA-68756,Análisis Predictivo de Cartera de Inversiones,CIB,Impulso Digital Perú 2024,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1429200,Media,Sí,8,08/01/2024,21/06/2024,28/06/2024,09/07/2024,183,No
2024,Advanced Analytics & AI Models,SDA-61396,Modelo de Propensión de Compra,ENG,Impulso Digital Perú 2024,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1111600,Media,Sí,1,15/04/2024,27/09/2024,04/10/2024,15/10/2024,183,No
2024,Risk Processes Transformation,SDA-60973,Detección de Fraude en Originación de Créditos,RIC,Impulso Digital Perú 2024,Sí,Secuencial,Finalizado,Sí,Entrega completa,2183500,Alta,Sí,3,08/04/2024,20/09/2024,27/09/2024,08/10/2024,183,No
2023,Risk Processes Transformation,SDA-51395,Automatización de Conciliaciones Contables,FIN,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,992500,Media,Sí,1,12/06/2023,24/11/2023,01/12/2023,12/12/2023,183,No
2022,Data Governance Initiative,SDA-48754,Calidad de Datos para Clientes,ENG,Eficiencia y Sostenibilidad,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1349800,Media,Sí,8,09/05/2022,21/10/2022,28/10/2022,08/11/2022,183,No
2022,Global Markets Platform,SDA-41394,Plataforma de Renta Fija para Clientes,CIB,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1588000,Media,Sí,7,11/04/2022,23/09/2022,30/09/2022,11/10/2022,183,No
2021,Wealth Management Digitalization,SDA-35525,Onboarding Digital para Clientes de Banca Privada,CIB,Foco en Captación 2021,No,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,2779000,Media,Sí,6,03/05/2021,,,,,
2021,Global Markets Platform,SDA-37663,Plataforma de Divisas para Empresas,CIB,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1270400,Media,Sí,1,05/04/2021,17/09/2021,24/09/2021,05/10/2021,183,Sí
2020,Risk Processes Transformation,SDA-22482,Validación de Identidad con Biometría Facial,CCS,Impulso Digital Perú 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,2580500,Alta,Sí,2,10/02/2020,24/07/2020,31/07/2020,11/08/2020,183,No
2021,Open Banking Initiative,SDA-35528,Portal para Desarrolladores (Developer Portal),ENG,Impulso Digital Perú 2021,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,3771500,Alta,Sí,4,02/08/2021,,,,,
2019,Client Solutions & Digital Channels,SDA-12481,Mejora en Experiencia de Usuario (UX) de Web,CCS,Foco en Captación 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,794000,Media,Sí,8,15/04/2019,27/09/2019,04/10/2019,15/10/2019,183,No
2024,NFR Management Infraestructure,SDA-61938,Plan de Recuperación ante Desastres (DRP),GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,No,Entrega completa,1389500,Media,Sí,5,15/01/2024,28/06/2024,05/07/2024,15/07/2024,182,No
2023,Cloud Adoption & DevOps,SDA-57235,Automatización de Pruebas de Rendimiento,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,1111600,Media,Sí,2,03/04/2023,15/09/2023,22/09/2023,02/10/2023,182,No
2019,Cybersecurity Framework,SDA-11238,Adecuación a Nueva Ley de Ciberseguridad,GRM,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,No,Entrega completa,992500,Media,Sí,2,04/02/2019,15/07/2019,22/07/2019,01/08/2019,178,No
2022,Advanced Analytics & AI Models,SDA-55438,Segmentación Avanzada de Clientes,ENG,Impulso Digital Perú 2022,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1032200,Media,Sí,4,04/04/2022,12/09/2022,19/09/2022,28/09/2022,177,No
2023,Digital Payments Evolution,SDA-58755,Pagos a través de Redes Sociales,CCS,Foco en Captación 2023,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1111600,Media,Sí,7,11/09/2023,16/02/2024,23/02/2024,05/03/2024,176,No
2022,NFR Management Infraestructure,SDA-48124,Renovación de Equipos de Cómputo,T&C,Renovación Tecnológica,No,Secuencial,Finalizado,No,Entrega completa,7940000,Baja,Sí,7,17/01/2022,24/06/2022,01/07/2022,12/07/2022,176,Sí
2022,Digital Payments Evolution,SDA-47234,Transferencias Internacionales para Personas,CCS,Impulso Digital Perú 2022,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1389500,Media,Sí,5,20/06/2022,25/11/2022,02/12/2022,13/12/2022,176,No
2021,Cloud Adoption & DevOps,SDA-31935,Pipeline CI/CD para Desarrollo,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,1091750,Media,Sí,3,19/04/2021,24/09/2021,01/10/2021,12/10/2021,176,No
2020,Cloud Adoption & DevOps,SDA-29140,Plataforma de Contenedores (Kubernetes),ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,1270400,Alta,No,0,17/02/2020,24/07/2020,31/07/2020,11/08/2020,176,No
2020,Risk Processes Transformation,SDA-24732,Automatización de Reportes Regulatorios,FIN,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,873400,Media,Sí,5,13/01/2020,19/06/2020,26/06/2020,07/07/2020,176,No
2024,Client Solutions & Digital Channels,SDA-68126,Agendamiento de Citas en Sucursales,CCS,Foco en Captación 2024,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,635200,Baja,Sí,7,06/05/2024,11/10/2024,18/10/2024,28/10/2024,175,No
2023,Cloud Adoption & DevOps,SDA-57665,Estrategia Multicloud,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,No,Entrega completa,595500,Baja,Sí,6,08/05/2023,13/10/2023,20/10/2023,30/10/2023,175,No
2023,NFR Management Infraestructure,SDA-56575,Renovación de Switches Core de Red,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,3176000,Alta,Sí,5,13/03/2023,18/08/2023,25/08/2023,04/09/2023,175,No
2023,Core Banking Modernization,SDA-50972,Centralización de Firmas y Poderes,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,1508600,Media,Sí,4,02/05/2023,06/10/2023,13/10/2023,24/10/2023,175,No
2023,Wealth Management Digitalization,SDA-40555,Firma Digital para Contratos de Inversión,CIB,Impulso Digital Perú 2023,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1151300,Baja,Sí,4,22/05/2023,27/10/2023,03/11/2023,13/11/2023,175,Sí
2021,NFR Management Infraestructure,SDA-84321,Consultoría de Riesgos de Competencia,RIC,Foco en Captación 2021,Sí,Secuencial,Finalizado,No,Entrega completa,337450,Media,Sí,7,11/01/2021,14/06/2021,22/06/2021,01/07/2021,171,No
2024,Sustaninability TBBs,SDA-41002,Lanzamiento de Hipotecas Verdes (Green Mortgages),T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,714600,Baja,Sí,2,11/03/2024,09/08/2024,19/08/2024,28/08/2024,170,No
2022,Client Solutions & Digital Channels,SDA-43644,Gestor de Finanzas Personales (PFM),CCS,Foco en Captación 2022,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1508600,Media,Sí,6,18/07/2022,16/12/2022,23/12/2022,04/01/2023,170,No
2022,Sustaninability TBBs,SDA-42484,Reporte de Inversiones ESG para Clientes,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,635200,Baja,Sí,5,13/06/2022,14/11/2022,21/11/2022,30/11/2022,170,No
2023,NFR Management Infraestructure,SDA-50211,Gestor Documental Centralizado,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,635200,Baja,Sí,4,10/07/2023,08/12/2023,15/12/2023,26/12/2023,169,No
2023,Sustaninability TBBs,SDA-50214,Evaluación de Riesgo Climático en Cartera,RIC,Eficiencia y Sostenibilidad,Sí,Secuencial,Finalizado,Sí,Entrega completa,1270400,Alta,Sí,4,09/01/2023,09/06/2023,16/06/2023,27/06/2023,169,No
2023,Advanced Analytics & AI Models,SDA-58125,Análisis de Canales de Venta Más Efectivos,ENG,Impulso Digital Perú 2023,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,833700,Media,Sí,3,24/04/2023,22/09/2023,29/09/2023,10/10/2023,169,No
2021,Global Markets Platform,SDA-38201,Integración con Mercados de Deuda,CIB,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1111600,Media,Sí,6,15/03/2021,13/08/2021,20/08/2021,31/08/2021,169,No
2021,Client Solutions & Digital Channels,SDA-31393,Programa de Lealtad y Recompensas,CCS,Foco en Captación 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1270400,Baja,Sí,1,12/07/2021,10/12/2021,17/12/2021,28/12/2021,169,No
2021,Advanced Analytics & AI Models,SDA-34942,Análisis de Fugas en el Embudo de Ventas Digital,CCS,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,952800,Media,Sí,6,29/03/2021,27/08/2021,03/09/2021,14/09/2021,169,No
2021,Sustaninability TBBs,SDA-33152,Factoring Verde,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,595500,Baja,Sí,5,26/04/2021,24/09/2021,01/10/2021,12/10/2021,169,No
2024,Data Governance Initiative,SDA-65810,Catálogo de Datos Unificado (Data Catalog),ENG,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,952800,Media,Sí,5,19/02/2024,19/07/2024,26/07/2024,05/08/2024,168,No
2020,Regulatory & Compliance Tech,SDA-52234,Sistema de Prevención de Fraude Interno,GRM,Renovación Tecnológica,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,2858400,Media,Sí,1,06/04/2020,,,,,
2024,Cloud Adoption & DevOps,SDA-63646,Adopción de Infraestructura como Código (IaC),ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,1032200,Media,No,0,26/02/2024,26/07/2024,02/08/2024,12/08/2024,168,No
2024,Advanced Analytics & AI Models,SDA-66576,Chatbot Interno para Consultas de IT,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,714600,Baja,No,0,12/02/2024,12/07/2024,19/07/2024,29/07/2024,168,No
