Año,Programa SDA,Código de proyecto,Proyecto,Dominio,Plan estratégico local,Country Priority,Tipología,Estado de Proyecto,Desarrollo de SW,Cumplio con entregables,Presupuesto (€),Complejidad técnica inicial,Dependencias pendientes,Número de dependencias pendientes,Fecha de inicio de ejecución,Fecha fin de ejecución,Fecha pase a producción,Fecha En manos del cliente,Time to market (días),Excepción del cálculo
2021,Client Solutions & Digital Channels,SDA-82345,Rediseño de la Banca Móvil,CCS,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,1200000,Alta,Sí,3,01/03/2021,,,,No,
2021,NFR Management Infraestructure,SDA-33821,Política de Retención de Datos,GRM,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,No,Entrega completa,75000,Baja,No,0,08/02/2021,31/05/2021,07/06/2021,16/06/2021,128,Sí
2021,Global Markets Platform,SDA-38201,Integración con Mercados de Deuda,CIB,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,280000,Media,No,0,15/03/2021,13/08/2021,20/08/2021,31/08/2021,169,No
2021,Risk Processes Transformation,SDA-35813,Sistema de Alertas de Fraude Transaccional,RIC,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,880000,Alta,Sí,3,12/04/2021,,,,No,
2021,Cloud Adoption & DevOps,SDA-31935,Pipeline CI/CD para Desarrollo,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,275000,Media,No,0,19/04/2021,24/09/2021,01/10/2021,12/10/2021,176,No
2021,NGA & Differential Analytics,SDA-34733,Análisis de Sentimiento en Redes Sociales,ENG,Impulso Digital Perú 2021,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,150000,Baja,No,0,25/01/2021,28/05/2021,04/06/2021,15/06/2021,141,No
2021,Advanced Analytics & AI Models,SDA-33643,Optimización de Campañas de Marketing,ENG,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,230000,Media,No,0,22/03/2021,06/08/2021,13/08/2021,23/08/2021,154,No
2021,Sustaninability TBBs,SDA-38753,Producto de Ahorro con Fin Social,T&C,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,No,Entrega completa,120000,Baja,No,0,08/03/2021,23/07/2021,30/07/2021,09/08/2021,154,No
2021,Global Markets Platform,SDA-37663,Plataforma de Divisas para Empresas,CIB,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,320000,Media,No,0,05/04/2021,17/09/2021,24/09/2021,05/10/2021,183,Sí
2021,Digital Payments Evolution,SDA-36573,Plataforma de Pagos para E-commerce,CIB,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,450000,Media,No,0,03/05/2021,29/10/2021,05/11/2021,16/11/2021,197,No
2021,Core Banking Modernization,SDA-32483,Microservicios para Cuentas de Ahorro,ENG,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,1100000,Alta,Sí,4,15/02/2021,,,,No,
2021,Client Solutions & Digital Channels,SDA-31393,Programa de Lealtad y Recompensas,CCS,Foco en Captación 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,320000,Baja,No,0,12/07/2021,10/12/2021,17/12/2021,28/12/2021,169,No
2021,Data Governance Initiative,SDA-30212,Glosario de Negocio Unificado,ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,180000,Baja,No,0,01/02/2021,18/06/2021,25/06/2021,05/07/2021,154,No
2021,Core Banking Modernization,SDA-39323,Gestión de Tarjetas en Tiempo Real,CCS,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,750000,Media,Sí,2,05/04/2021,,,,No,
2021,Cybersecurity Framework,SDA-38123,Plataforma de Threat Intelligence,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,550000,Media,No,0,22/02/2021,20/08/2021,27/08/2021,07/09/2021,197,No
2021,Risk Processes Transformation,SDA-37233,Modelo de Provisión IFRS 9,RIC,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,1500000,Alta,Sí,3,01/03/2021,,,,No,
2021,Advanced Analytics & AI Models,SDA-34942,Análisis de Fugas en el Embudo de Ventas Digital,CCS,Impulso Digital Perú 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,240000,Media,No,0,29/03/2021,27/08/2021,03/09/2021,14/09/2021,169,No
2021,Sustaninability TBBs,SDA-33152,Factoring Verde,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,150000,Baja,No,0,26/04/2021,24/09/2021,01/10/2021,12/10/2021,169,No
2021,Client Solutions & Digital Channels,SDA-32061,App para Inversión en Fondos Mutuos,CIB,Foco en Captación 2021,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,480000,Media,No,0,10/05/2021,03/12/2021,10/12/2021,21/12/2021,225,No
2020,Global Markets Platform,SDA-28374,Plataforma de Inversión Automatizada,CIB,Impulso Digital Perú 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,480000,Alta,No,0,10/02/2020,28/08/2020,04/09/2020,15/09/2020,218,No
2020,Core Banking Modernization,SDA-51829,Optimización del Motor de Créditos,RIC,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,610000,Alta,No,0,05/05/2020,11/12/2020,18/12/2020,29/12/2020,238,No
2020,Digital Payments Evolution,SDA-48219,Habilitación de Pagos con QR,CCS,Foco en Captación 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,180000,Baja,No,0,01/06/2020,16/10/2020,23/10/2020,03/11/2020,155,No
2020,Data Governance Initiative,SDA-10482,Creación del Data Lake Corporativo,ENG,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1500000,Alta,No,0,06/05/2019,18/09/2020,28/09/2020,09/10/2020,522,No
2020,Cloud Adoption & DevOps,SDA-29140,Plataforma de Contenedores (Kubernetes),ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,320000,Alta,No,0,17/02/2020,24/07/2020,31/07/2020,11/08/2020,176,No
2020,Client Solutions & Digital Channels,SDA-25814,Apertura de Cuentas 100% Digital,CCS,Foco en Captación 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,550000,Media,No,0,02/03/2020,04/09/2020,11/09/2020,22/09/2020,204,No
2020,Sustaninability TBBs,SDA-21934,Medición de Huella de Carbono,GRM,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,90000,Baja,No,0,09/03/2020,17/07/2020,24/07/2020,03/08/2020,147,Sí
2020,Risk Processes Transformation,SDA-24732,Automatización de Reportes Regulatorios,FIN,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,220000,Media,No,0,13/01/2020,19/06/2020,26/06/2020,07/07/2020,176,No
2020,NFR Management Infraestructure,SDA-23642,Homologación de Servidores Base de Datos,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,330000,Media,No,0,24/02/2020,21/08/2020,28/08/2020,08/09/2020,197,Sí
2020,Core Banking Modernization,SDA-18751,Digitalización de Legajos de Clientes,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,650000,Media,No,0,13/05/2019,26/06/2020,03/07/2020,14/07/2020,428,No
2020,Cybersecurity Framework,SDA-28752,Sistema de Gestión de Identidades (IAM),GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,700000,Alta,No,0,20/01/2020,14/08/2020,21/08/2020,31/08/2020,224,No
2020,NFR Management Infraestructure,SDA-27662,Monitoreo de Aplicaciones (APM),ENG,Renovación Tecnológica,No,Secuencial,Finalizado,Sí,Entrega completa,400000,Media,No,0,02/03/2020,28/08/2020,04/09/2020,15/09/2020,197,No
2020,Client Solutions & Digital Channels,SDA-26572,Contratación de Fondos Mutuos en App,CIB,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,260000,Media,No,0,11/05/2020,30/10/2020,06/11/2020,17/11/2020,190,No
2020,Risk Processes Transformation,SDA-22482,Validación de Identidad con Biometría Facial,CCS,Impulso Digital Perú 2020,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,650000,Alta,No,0,10/02/2020,24/07/2020,31/07/2020,11/08/2020,183,No
2020,NGA & Differential Analytics,SDA-21392,Análisis de Causa Raíz de Reclamos,CCS,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,180000,Media,No,0,15/06/2020,13/11/2020,20/11/2020,30/11/2020,168,No
2020,Client Solutions & Digital Channels,SDA-20211,Marketplace de Productos y Servicios,T&C,Foco en Captación 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,600000,Media,No,0,17/02/2020,21/08/2020,28/08/2020,08/09/2020,204,No
2020,Advanced Analytics & AI Models,SDA-29322,Motor de Precios Dinámicos,RIC,Impulso Digital Perú 2020,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,380000,Alta,No,0,08/06/2020,27/11/2020,04/12/2020,15/12/2020,190,No
2020,Sustaninability TBBs,SDA-28122,Criterios ESG en Evaluación de Créditos,RIC,Eficiencia y Sostenibilidad,Sí,Secuencial,Finalizado,Sí,Entrega completa,420000,Alta,No,0,27/01/2020,31/07/2020,07/08/2020,18/08/2020,204,No
2020,Data Governance Initiative,SDA-27232,Diccionario de Datos Institucional,ENG,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,220000,Baja,No,0,10/02/2020,10/07/2020,17/07/2020,27/07/2020,168,No
2020,NFR Management Infraestructure,SDA-24941,Renovación de Enlaces de Comunicación,ENG,Renovación Tecnológica,No,Secuencial,Finalizado,No,Entrega completa,750000,Media,No,0,20/01/2020,17/07/2020,24/07/2020,03/08/2020,196,No
2020,Core Banking Modernization,SDA-23151,Motor de Comisiones y Tarifas,FIN,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,550000,Alta,No,0,18/05/2020,18/12/2020,28/12/2020,08/01/2021,235,No
2019,Cybersecurity Framework,SDA-11238,Adecuación a Nueva Ley de Ciberseguridad,GRM,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,No,Entrega completa,250000,Media,No,0,04/02/2019,15/07/2019,22/07/2019,01/08/2019,178,No
2019,Core Banking Modernization,SDA-82371,Actualización Sistema Swift,CIB,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,450000,Alta,No,0,18/03/2019,25/11/2019,02/12/2019,11/12/2019,268,No
2019,Data Governance Initiative,SDA-10482,Creación del Data Lake Corporativo,ENG,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,1500000,Alta,Sí,5,06/05/2019,,,,No,
2019,Sustaninability TBBs,SDA-15821,Línea de Crédito para Energías Renovables,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,130000,Baja,No,0,01/04/2019,23/08/2019,30/08/2019,10/09/2019,162,No
2019,Client Solutions & Digital Channels,SDA-14731,Lanzamiento Tarjeta de Crédito Digital,CCS,Foco en Captación 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,300000,Media,No,0,11/03/2019,20/09/2019,27/09/2019,08/10/2019,211,No
2019,Digital Payments Evolution,SDA-13641,App para Comercios (Cobro con Celular),CCS,Foco en Captación 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,420000,Media,No,0,22/04/2019,25/10/2019,04/11/2019,14/11/2019,206,No
2019,Core Banking Modernization,SDA-18751,Digitalización de Legajos de Clientes,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,Sí,Pendiente a entrega,650000,Media,Sí,2,13/05/2019,,,,No,
2019,Risk Processes Transformation,SDA-17661,Motor de Decisión para Créditos de Consumo,RIC,Impulso Digital Perú 2019,Sí,Secuencial,Finalizado,Sí,Entrega completa,900000,Alta,No,0,03/06/2019,20/12/2019,02/01/2020,13/01/2020,224,No
2019,Data Governance Initiative,SDA-16571,Definición de Linaje de Datos Críticos,ENG,Eficiencia y Sostenibilidad,Sí,Secuencial,Finalizado,Sí,Entrega completa,300000,Media,No,0,20/05/2019,22/11/2019,29/11/2019,10/12/2019,204,No
2019,Client Solutions & Digital Channels,SDA-12481,Mejora en Experiencia de Usuario (UX) de Web,CCS,Foco en Captación 2019,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,200000,Media,No,0,15/04/2019,27/09/2019,04/10/2019,15/10/2019,183,No
2019,Cybersecurity Framework,SDA-11391,Centro de Operaciones de Seguridad (SOC),GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,1400000,Alta,No,0,21/01/2019,26/07/2019,02/08/2019,13/08/2019,204,No
2019,NFR Management Infraestructure,SDA-19321,Renovación de Licenciamiento Oracle,ENG,Renovación Tecnológica,Sí,Secuencial,Finalizado,No,Entrega completa,1200000,Baja,No,0,07/01/2019,28/06/2019,05/07/2019,15/07/2019,189,Sí
2019,Digital Payments Evolution,SDA-18121,Pagos a Proveedores Centralizado,CIB,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,350000,Media,No,0,25/02/2019,23/08/2019,30/08/2019,10/09/2019,197,No
2019,Global Markets Platform,SDA-17231,Integración con Bloomberg,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,300000,Media,No,0,08/04/2019,27/09/2019,04/10/2019,15/10/2019,190,No
2025,Wealth Management Digitalization,SDA-81011,Portal de Inversiones para Clientes Premium,CIB,Crecimiento en Banca Empresas,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,780000,Alta,Sí,2,17/02/2025,,,,No,
2025,IT Service Management (ITSM),SDA-82012,Implementación de ServiceNow,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,Sí,Entrega completa,1100000,Alta,No,0,15/07/2024,14/02/2025,21/02/2025,03/03/2025,231,
2025,Regulatory & Compliance Tech,SDA-83013,Dashboard de Cumplimiento Basilea III,GRM,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,620000,Media,Sí,1,20/01/2025,,,,No,
2025,Retail Banking Evolution,SDA-84014,Herramienta de Simulación de Inversiones,CCS,Impulso Digital Perú 2025,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,310000,Media,No,0,22/07/2024,24/01/2025,31/01/2025,10/02/2025,203,
2025,Corporate Investment Tools,SDA-85015,Plataforma de Bonos Corporativos,CIB,Crecimiento en Banca Empresas,No,Secuencial,Ongoing,Sí,Pendiente a entrega,950000,Alta,Sí,3,03/03/2025,,,,No,
2025,Advanced Analytics & AI Models,SDA-86016,Modelo de Detección de Blanqueo de Capitales,RIC,Renovación Tecnológica,Sí,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,1500000,Alta,Sí,2,06/01/2025,,,,No,
2025,Digital Workspace,SDA-87017,Migración a Microsoft 365,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,2500000,Media,No,0,01/04/2024,31/03/2025,10/04/2025,21/04/2025,385,
2025,Cloud Adoption & DevOps,SDA-88018,Orquestador de Despliegues Multi-Cloud,ENG,Renovación Tecnológica,No,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,480000,Media,Sí,1,10/02/2025,,,,No,
2025,Open Banking Initiative,SDA-89019,Marketplace de APIs para Terceros,ENG,Impulso Digital Perú 2025,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,880000,Alta,Sí,3,24/02/2025,,,,No,
2025,Client Data Platform,SDA-90020,Plataforma de Consentimiento de Cliente (GDPR),GRM,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,400000,Media,No,0,02/09/2024,28/02/2025,07/03/2025,17/03/2025,196,
2024,IT Service Management (ITSM),SDA-82012,Implementación de ServiceNow,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,Sí,Pendiente a entrega,1100000,Alta,Sí,2,15/07/2024,,,,No,
2024,Retail Banking Evolution,SDA-84014,Herramienta de Simulación de Inversiones,CCS,Impulso Digital Perú 2025,No,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,310000,Media,Sí,1,22/07/2024,,,,No,
2024,Digital Workspace,SDA-87017,Migración a Microsoft 365,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,No,Pendiente a entrega,2500000,Media,Sí,4,01/04/2024,,,,Sí,
2024,Client Data Platform,SDA-90020,Plataforma de Consentimiento de Cliente (GDPR),GRM,Crecimiento en Banca Empresas,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,400000,Media,Sí,1,02/09/2024,,,,No,
2024,Retail Banking Evolution,SDA-64111,Rediseño del Proceso de Crédito Hipotecario,CCS,Foco en Captación 2024,Sí,Secuencial,Finalizado,Sí,Entrega completa,750000,Alta,No,0,12/02/2024,29/11/2024,06/12/2024,16/12/2024,308,
2024,Corporate Investment Tools,SDA-78902,Plataforma de Financiamiento Sostenible,CIB,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,600000,Media,No,0,15/01/2024,20/09/2024,27/09/2024,07/10/2024,266,
2024,Advanced Analytics & AI Models,SDA-78903,Análisis de Riesgo de Contraparte,RIC,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,920000,Alta,No,0,29/04/2024,20/12/2024,02/01/2025,13/01/2025,259,
2024,Wealth Management Digitalization,SDA-78904,Gestor de Carteras Automatizado,CIB,Impulso Digital Perú 2024,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,1300000,Alta,No,0,22/01/2024,30/08/2024,06/09/2024,16/09/2024,238,
2024,Regulatory & Compliance Tech,SDA-78905,Automatización de Reportes a la SBS,FIN,Crecimiento en Banca Empresas,Sí,Secuencial,Finalizado,Sí,Entrega completa,450000,Media,No,0,05/02/2024,26/07/2024,02/08/2024,12/08/2024,189,
2024,Cloud Adoption & DevOps,SDA-78906,FinOps: Optimización de Costos en la Nube,ENG,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,250000,Baja,No,0,18/03/2024,13/09/2024,20/09/2024,30/09/2024,196,
2024,Digital Payments Evolution,SDA-78907,Pagos con Biometría,CCS,Impulso Digital Perú 2024,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,880000,Alta,No,0,26/02/2024,11/10/2024,18/10/2024,28/10/2024,245,
2024,Open Banking Initiative,SDA-78908,Agregador de Cuentas de Otros Bancos,CCS,Foco en Captación 2024,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,650000,Media,No,0,08/04/2024,22/11/2024,29/11/2024,09/12/2024,245,
2024,IT Service Management (ITSM),SDA-78909,Catálogo de Servicios de TI para Empleados,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,320000,Baja,No,0,06/05/2024,25/10/2024,04/11/2024,14/11/2024,192,
2024,Client Data Platform,SDA-78910,Visión 360 del Cliente para Asesores,CIB,Crecimiento en Banca Empresas,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,980000,Media,No,0,10/06/2024,20/12/2024,02/01/2025,13/01/2025,217,
2023,Retail Banking Evolution,SDA-40551,Programa de Beneficios para Tarjetas,CCS,Foco en Captación 2023,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,450000,Media,No,0,13/03/2023,06/10/2023,13/10/2023,23/10/2023,224,
2023,Corporate Investment Tools,SDA-40552,Plataforma de Préstamos Sindicados,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,780000,Alta,Sí,2,20/02/2023,25/08/2023,01/09/2023,11/09/2023,203,
2023,IT Service Management (ITSM),SDA-40553,Automatización de Soporte Nivel 1,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,320000,Media,No,0,17/04/2023,10/11/2023,17/11/2023,27/11/2023,224,
2023,Regulatory & Compliance Tech,SDA-40554,Gestión de Cumplimiento de FATCA/CRS,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,510000,Media,No,0,24/04/2023,24/11/2023,01/12/2023,11/12/2023,231,
2023,Wealth Management Digitalization,SDA-40555,Firma Digital para Contratos de Inversión,CIB,Impulso Digital Perú 2023,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,290000,Baja,No,0,22/05/2023,27/10/2023,03/11/2023,13/11/2023,175,
2023,Digital Workspace,SDA-40556,Plataforma de Colaboración Unificada,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Ongoing,No,Pendiente a entrega,950000,Media,Sí,3,19/06/2023,,,,No,
2024,Digital Workspace,SDA-40556,Plataforma de Colaboración Unificada,T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,950000,Media,No,0,19/06/2023,26/04/2024,06/05/2024,16/05/2024,332,
2023,Cloud Adoption & DevOps,SDA-40557,Monitoreo de Infraestructura Híbrida,ENG,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,630000,Alta,No,0,10/07/2023,29/12/2023,08/01/2024,18/01/2024,192,
2023,Open Banking Initiative,SDA-40558,Iniciador de Pagos para E-commerce,CIB,Impulso Digital Perú 2023,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,720000,Media,No,0,07/08/2023,23/02/2024,01/03/2024,11/03/2024,217,
2023,Client Data Platform,SDA-40559,Gestión Centralizada de Preferencias,CCS,Foco en Captación 2023,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,480000,Media,No,0,04/09/2023,29/03/2024,08/04/2024,18/04/2024,227,
2023,Advanced Analytics & AI Models,SDA-40560,Predictor de Próximo Mejor Producto,ENG,Impulso Digital Perú 2023,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,560000,Media,No,0,02/10/2023,26/04/2024,06/05/2024,16/05/2024,227,
2022,Retail Banking Evolution,SDA-21111,Plataforma de Crowdfunding,T&C,Crecimiento en Banca Empresas,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,350000,Media,No,0,17/01/2022,15/07/2022,22/07/2022,01/08/2022,196,
2022,Corporate Investment Tools,SDA-21112,Mesa de Dinero Digital,CIB,Impulso Digital Perú 2022,Sí,Secuencial,Finalizado,Sí,Entrega completa,1200000,Alta,No,0,14/02/2022,12/08/2022,19/08/2022,29/08/2022,196,
2022,IT Service Management (ITSM),SDA-21113,Gestión de Cambios (Change Management),T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,450000,Media,No,0,14/03/2022,09/09/2022,16/09/2022,26/09/2022,196,
2022,Regulatory & Compliance Tech,SDA-21114,Software de Monitoreo de Sanciones,GRM,Renovación Tecnológica,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,680000,Alta,Sí,3,11/04/2022,,,,No,
2023,Regulatory & Compliance Tech,SDA-21114,Software de Monitoreo de Sanciones,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,680000,Alta,No,0,11/04/2022,10/02/2023,17/02/2023,27/02/2023,322,
2022,Wealth Management Digitalization,SDA-21115,Reportes de Cartera Interactivos,CIB,Foco en Captación 2022,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,420000,Media,No,0,09/05/2022,02/12/2022,09/12/2022,19/12/2022,224,
2022,Digital Workspace,SDA-21116,Red Social Corporativa,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,No,Entrega completa,280000,Baja,No,0,06/06/2022,09/12/2022,16/12/2022,27/12/2022,204,
2022,Cloud Adoption & DevOps,SDA-21117,Gestión de Secretos en la Nube (Vault),ENG,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,550000,Alta,No,0,04/07/2022,30/12/2022,09/01/2023,19/01/2023,200,
2022,Open Banking Initiative,SDA-21118,Validador de Identidad para Terceros,GRM,Impulso Digital Perú 2022,No,Secuencial,Finalizado,Sí,Entrega completa,610000,Media,No,0,01/08/2022,27/01/2023,03/02/2023,13/02/2023,196,
2022,Client Data Platform,SDA-21119,Ingesta de Datos en Tiempo Real,ENG,Eficiencia y Sostenibilidad,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,750000,Alta,No,0,05/09/2022,03/03/2023,10/03/2023,20/03/2023,196,
2022,Advanced Analytics & AI Models,SDA-21120,Análisis de Fuga de Clientes Empresariales,CIB,Crecimiento en Banca Empresas,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,480000,Media,No,0,03/10/2022,31/03/2023,10/04/2023,20/04/2023,200,
2021,Retail Banking Evolution,SDA-35521,Programa de Puntos y Millas,T&C,Foco en Captación 2021,Sí,Iterativo/Incremental,Finalizado,Sí,Entrega completa,550000,Media,No,0,11/01/2021,09/07/2021,16/07/2021,26/07/2021,196,
2021,Corporate Investment Tools,SDA-35522,Plataforma de Mercado de Capitales,CIB,Crecimiento en Banca Empresas,No,Secuencial,Finalizado,Sí,Entrega completa,1500000,Alta,No,0,08/02/2021,06/08/2021,13/08/2021,23/08/2021,196,
2021,IT Service Management (ITSM),SDA-35523,Portal de Autoservicio para Empleados,T&C,Eficiencia y Sostenibilidad,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,380000,Baja,No,0,08/03/2021,03/09/2021,10/09/2021,20/09/2021,196,
2021,Regulatory & Compliance Tech,SDA-35524,Sistema de Gestión de Casos de Compliance,GRM,Renovación Tecnológica,Sí,Secuencial,Finalizado,Sí,Entrega completa,620000,Media,No,0,05/04/2021,01/10/2021,08/10/2021,18/10/2021,196,
2021,Wealth Management Digitalization,SDA-35525,Onboarding Digital para Clientes de Banca Privada,CIB,Foco en Captación 2021,No,Iterativo/Incremental,Ongoing,Sí,Pendiente a entrega,700000,Media,Sí,2,03/05/2021,,,,No,
2022,Wealth Management Digitalization,SDA-35525,Onboarding Digital para Clientes de Banca Privada,CIB,Foco en Captación 2021,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,700000,Media,No,0,03/05/2021,25/02/2022,04/03/2022,14/03/2022,315,
2021,Digital Workspace,SDA-35526,Gestor de Contenidos Empresarial (ECM),T&C,Eficiencia y Sostenibilidad,No,Secuencial,Finalizado,No,Entrega completa,850000,Alta,No,0,07/06/2021,03/12/2021,10/12/2021,20/12/2021,196,
2021,Cloud Adoption & DevOps,SDA-35527,Observabilidad de Aplicaciones en la Nube,ENG,Renovación Tecnológica,No,Iterativo/Incremental,Finalizado,Sí,Entrega completa,480000,Media,No,0,05/07/2021,31/12/2021,10/01/2022,20/01/2022,200,
2021,Open Banking Initiative,SDA-35528,Portal para Desarrolladores (Developer Portal),ENG,Impulso Digital Perú 2021,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,950000,Alta,Sí,4,02/08/2021,,,,No,
2022,Open Banking Initiative,SDA-35528,Portal para Desarrolladores (Developer Portal),ENG,Impulso Digital Perú 2021,Sí,Secuencial,Ongoing,Sí,Pendiente a entrega,950000,Alta,Sí,2,02/08/2021,,,,No,
2023,Open Banking Initiative,SDA-35528,Portal para Desarrolladores (Developer Portal),ENG,Impulso Digital Perú 2021,Sí,Secuencial,Finalizado,Sí,Entrega completa,950000,Alta,No,0,02/08/2021,03/02/2023,10/02/2023,20/02/2023,567,
2021,Client Data Platform,SDA-35529,Golden Record de Cliente,ENG,Eficiencia y Sostenibilidad,Sí,Secuencial,Finalizado,Sí,Entrega completa,1200000,Alta,No,0,06/09/2021,04/03/2022,11/03/2022,21/03/2022,196,
